taxon,lineage,probability,pangoLEARN_version,status,note
USA/California-SanDiego/SEARCH-1229-SAN/2020-05-05,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1792-SAN/2020-05-18,B.1.299,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3560-SAN/2020-06-19,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3148-SAN/2020-08-20,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1574-SAN/2020-04-01,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2909-SAN/2020-08-03,B.1.239,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1941-SAN/2020-06-25,B.1.241,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0833-SAN/2020-04-09,B.1.374,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2012-SAN/2020-05-14,B.1.243,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0415-SAN/2020-03-08,A.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2420-SAN/2020-07-06,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0469-SAN/2020-04-08,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1277-SAN/2020-04-30,B.1.243,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1640-SAN/2020-04-23,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2901-SAN/2020-07-11,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3555-SAN/2020-06-03,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1393-SAN/2020-05-07,B.1.166,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0832-SAN/2020-03-31,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3026-SAN/2020-09-04,B.1.243,1.0,2020-11-30,passed_qc,
USA/California-Imperial/SEARCH-0905-IPL/2020-04-29,B.1.320,1.0,2020-11-30,passed_qc,
MEX/BajaCalifornia-Tijuana/SEARCH-2552-TIJ/2020-07-02,B.1.241,1.0,2020-11-30,passed_qc,
JOR/Amman/SEARCH-0036-JOR/2020-03-23,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3267-SAN/2020-09-03,B.1.243,1.0,2020-11-30,passed_qc,
USA/California-Cruise_Ship_1/SEARCH-1497-CS1/2020-04-01,B.1.265,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0108-SAN/2020-03-20,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1070-SAN/2020-06-22,B.1.313,1.0,2020-11-30,passed_qc,
USA/California-Imperial/SEARCH-2025-IPL/2020-05-07,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-Imperial/SEARCH-0624-IPL/2020-04-21,B.1.189,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1045-SAN/2020-06-21,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1888-SAN/2020-05-20,B.1.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3479-SAN/2020-08-11,B.1,1.0,2020-11-30,passed_qc,
MEX/BajaCalifornia-Tijuana/SEARCH-3619-TIJ/2020-06-04,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3010-SAN/2020-07-16,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1749-SAN/2020-05-18,B.1,1.0,2020-11-30,passed_qc,
MEX/BajaCalifornia-Tijuana/SEARCH-2562-TIJ/2020-07-06,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1597-SAN/2020-04-22,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0106-SAN/2020-03-14,A.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1189-SAN/2020-04-27,B.1.5,1.0,2020-11-30,passed_qc,
MEX/BajaCalifornia-Tijuana/SEARCH-2502-TIJ/2020-06-03,B.1,1.0,2020-11-30,passed_qc,
USA/California-Imperial/SEARCH-0580-IPL/2020-05-16,B.1.230,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2722-SAN/2020-07-14,B.1.230,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1589-SAN/2020-04-22,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3882-SAN/2020-06-30,B.1.1.287,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0188-SAN/2020-03-28,B.1.166,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1899-SAN/2020-04-22,B.1.243,1.0,2020-11-30,passed_qc,
USA/Louisiana-NewOrleans/SEARCH-0166-NBG/2020-04-03,B.1.2,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3018-SAN/2020-08-04,B.1,1.0,2020-11-30,passed_qc,
MEX/BajaCalifornia-Tijuana/SEARCH-1693-TIJ/2020-04-27,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2976-SAN/2020-09-02,B.1.243,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1301-SAN/2020-05-03,B.1.166,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1123-SAN/2020-04-28,B.1.374,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2737-SAN/2020-07-15,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0583-SAN/2020-04-15,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2338-SAN/2020-07-09,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3471-SAN/2020-08-17,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1302-SAN/2020-04-30,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2829-SAN/2020-08-03,B.1.241,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2772-SAN/2020-07-15,B.1.241,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3132-SAN/2020-08-20,B.1.241,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0392-SAN/2020-04-29,B.1,1.0,2020-11-30,passed_qc,
USA/California-Imperial/SEARCH-0845-IPL/2020-04-27,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1153-SAN/2020-04-27,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0835-SAN/2020-03-14,A.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0414-SAN/2020-04-15,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2735-SAN/2020-07-15,B.1.369,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1416-SAN/2020-04-21,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3089-SAN/2020-09-03,B.1.243,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3505-SAN/2020-09-17,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0100-SAN/2020-03-14,A.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1385-SAN/2020-03-14,B.6,1.0,2020-11-30,passed_qc,
USA/California-Imperial/SEARCH-0753-IPL/2020-05-03,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2686-SAN/2020-07-10,B.1.1.93,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3885-SAN/2020-06-29,B.1.240,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0787-SAN/2020-04-07,B.1.346,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0222-SAN/2020-04-15,B.1.255,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0107-SAN/2020-03-13,A.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1456-SAN/2020-03-27,B.1.255,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0366-SAN/2020-04-29,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3720-SAN/2020-06-04,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1391-SAN/2020-05-07,B.1.241,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2379-SAN/2020-07-07,B.1.1.93,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0461-SAN/2020-03-30,B.1.98,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3567-SAN/2020-06-19,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0789-SAN/2020-04-07,B.1.374,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1641-SAN/2020-05-19,B.1.2,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1337-SAN/2020-05-04,B.1.368,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0175-SAN/2020-04-28,B.1.368,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3392-SAN/2020-07-09,B.1.1.128,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0713-SAN/2020-03-29,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2197-SAN/2020-06-09,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0260-SAN/2020-03-25,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2615-SAN/2020-07-11,B.1.241,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1503-SAN/2020-04-20,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3855-SAN/2020-06-29,B.1.346,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0460-SAN/2020-03-08,A.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3074-SAN/2020-09-02,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2684-SAN/2020-07-09,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1573-SAN/2020-05-14,B.1.245,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1684-SAN/2020-04-01,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0217-SAN/2020-05-04,B.1.243,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2660-SAN/2020-07-10,B.1.1.10,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3875-SAN/2020-06-11,B.1.245,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2674-SAN/2020-07-10,B.1.1.10,1.0,2020-11-30,passed_qc,
USA/California-Imperial/SEARCH-0558-IPL/2020-05-11,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3059-SAN/2020-08-04,B.1.369,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2854-SAN/2020-07-29,B.1.1.192,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2750-SAN/2020-07-14,B.1.230,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3355-SAN/2020-09-18,B.1.361,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3166-SAN/2020-08-19,B.1.241,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0700-SAN/2020-03-28,B.1.166,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0815-SAN/2020-03-30,B.1.166,1.0,2020-11-30,passed_qc,
MEX/BajaCalifornia-Tijuana/SEARCH-2506-TIJ/2020-06-06,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2599-SAN/2020-07-09,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1967-SAN/2020-07-09,B.1.241,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1952-SAN/2020-06-25,B.1.241,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2801-SAN/2020-07-23,B.1.232,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3212-SAN/2020-07-31,B.1.1.192,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3781-SAN/2020-05-23,B.1.243,1.0,2020-11-30,passed_qc,
USA/California-Imperial/SEARCH-1028-IPL/2020-04-22,B.1.230,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3358-SAN/2020-09-18,B.1.243,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0512-SAN/2020-04-02,B.1.265,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2081-SAN/2020-05-26,B.1.243,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3760-SAN/2020-06-03,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3067-SAN/2020-08-27,B.1.243,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3541-SAN/2020-06-14,B.1.1.287,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0362-SAN/2020-04-15,B.1.374,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2726-SAN/2020-07-15,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3419-SAN/2020-07-07,B.1.230,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2236-SAN/2020-07-01,B.1.240,1.0,2020-11-30,passed_qc,
USA/Louisiana-NewOrleans/SEARCH-0159-NBG/2020-04-02,B.1.265,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1975-SAN/2020-04-22,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3316-SAN/2020-09-22,B.1,1.0,2020-11-30,passed_qc,
MEX/Sonora-SanLuisRoColorado/SEARCH-3624-SLR/2020-06-12,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1059-SAN/2020-06-20,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3273-SAN/2020-09-16,B.1.243,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3035-SAN/2020-07-30,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0634-SAN/2020-04-20,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3428-SAN/2020-05-29,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1674-SAN/2020-03-20,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0614-SAN/2020-04-04,A.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0391-SAN/2020-04-14,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0198-SAN/2020-03-21,B.1.166,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3498-SAN/2020-09-08,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0933-SAN/2020-04-24,B.1.166,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3583-SAN/2020-06-25,B.1.239,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2270-SAN/2020-07-07,B.1.374,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0122-SAN/2020-03-26,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0609-SAN/2020-04-19,B.1.374,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1511-SAN/2020-04-20,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1092-SAN/2020-06-13,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3011-SAN/2020-07-11,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1788-SAN/2020-05-12,B.1.243,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1067-SAN/2020-06-22,B.1.2,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0189-SAN/2020-03-26,B.1.166,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1546-SAN/2020-05-11,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2109-SAN/2020-05-24,B.1,1.0,2020-11-30,passed_qc,
USA/Louisiana-NewOrleans/SEARCH-0146-NBG/2020-03-28,B.1.265,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3751-SAN/2020-06-01,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3065-SAN/2020-08-04,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2905-SAN/2020-07-16,B.1.240,1.0,2020-11-30,passed_qc,
USA/California-Imperial/SEARCH-0921-IPL/2020-04-29,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3458-SAN/2020-09-15,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0840-SAN/2020-04-22,B.1.368,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1381-SAN/2020-03-31,B.1.320,1.0,2020-11-30,passed_qc,
MEX/BajaCalifornia-Tijuana/SEARCH-1485-TIJ/2020-04-28,B.1.241,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0249-SAN/2020-03-17,B.1,1.0,2020-11-30,passed_qc,
USA/California-Imperial/SEARCH-1289-IPL/2020-05-01,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3533-SAN/2020-06-04,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0370-SAN/2020-04-29,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1629-SAN/2020-04-25,B.1.368,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1862-SAN/2020-05-19,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1945-SAN/2020-07-08,B.1.241,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0980-SAN/2020-03-31,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1108-SAN/2020-06-25,B.1.241,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2667-SAN/2020-07-12,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0979-SAN/2020-04-02,B.6,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1632-SAN/2020-04-27,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1522-SAN/2020-05-03,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1219-SAN/2020-04-16,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3693-SAN/2020-09-23,B.1.243,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1944-SAN/2020-07-08,B.1.241,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3127-SAN/2020-08-21,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1621-SAN/2020-04-23,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3849-SAN/2020-06-29,B.1.240,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3265-SAN/2020-09-06,B.1.243,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2902-SAN/2020-07-11,B.1.1.93,1.0,2020-11-30,passed_qc,
USA/California-Imperial/SEARCH-0931-IPL/2020-04-28,B.1.320,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1534-SAN/2020-05-09,B.1.245,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3256-SAN/2020-09-05,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3513-SAN/2020-09-08,B.1.241,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3009-SAN/2020-07-17,B.1,1.0,2020-11-30,passed_qc,
USA/California-Imperial/SEARCH-0607-IPL/2020-04-20,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1036-SAN/2020-06-21,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3380-SAN/2020-05-29,B.1.1.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3817-SAN/2020-06-13,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3731-SAN/2020-06-05,B.1,1.0,2020-11-30,passed_qc,
MEX/BajaCalifornia-Tijuana/SEARCH-2517-TIJ/2020-06-15,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1925-SAN/2020-07-08,B.1.241,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2926-SAN/2020-07-17,B.1.240,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2766-SAN/2020-07-15,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3501-SAN/2020-09-08,B.1.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2182-SAN/2020-06-02,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0237-SAN/2020-04-26,B.1.245,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2216-SAN/2020-06-29,B.1.241,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0361-SAN/2020-04-05,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2828-SAN/2020-07-20,B.1.1.93,1.0,2020-11-30,passed_qc,
USA/California-Imperial/SEARCH-0725-IPL/2020-05-04,B.1.348,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2297-SAN/2020-07-10,B.1.189,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-0535-SAN/2020-05-05,B.1.241,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2408-SAN/2020-06-30,B.1.239,1.0,2020-11-30,passed_qc,
JOR/Amman/SEARCH-0336-JOR/2020-04-06,A,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2321-SAN/2020-07-10,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2753-SAN/2020-07-15,B.1,1.0,2020-11-30,passed_qc,
MEX/BajaCalifornia-Tijuana/SEARCH-2535-TIJ/2020-06-23,B.1,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3048-SAN/2020-07-31,B.1.1.192,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-2291-SAN/2020-07-07,B.1.240,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1804-SAN/2020-05-11,B.1.166,1.0,2020-11-30,passed_qc,
MEX/BajaCalifornia-Tijuana/SEARCH-2543-TIJ/2020-06-25,B.1.5,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1650-SAN/2020-04-01,B.1.265,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-1002-SAN/2020-04-20,B.1.189,1.0,2020-11-30,passed_qc,
USA/California-SanDiego/SEARCH-3053-SAN/2020-09-04,B.1.243,1.0,2020-11-30,passed_qc,
MEX/BajaCalifornia-Tijuana/SEARCH-2563-TIJ/2020-07-06,B.1.5,1.0,2020-11-30,passed_qc,
